What objects that satisfy the following statement : (subject : Transcend Information | relation : CompanyHasParentOrganisation | objects : ?)
What objects that satisfy the following statement : (subject : Arnold Böcklin | relation : PersonHasNumberOfChildren | objects : ?)
What objects that satisfy the following statement : (subject : Vivienne Westwood | relation : PersonHasNumberOfChildren | objects : ?)
What objects that satisfy the following statement : (subject : Ivan Vyrypaev | relation : PersonHasNumberOfChildren | objects : ?)
What objects that satisfy the following statement : (subject : Fred Astaire | relation : PersonHasNumberOfChildren | objects : ?)
What objects that satisfy the following statement : (subject : László Sólyom | relation : PersonHasNumberOfChildren | objects : ?)
What objects that satisfy the following statement : (subject : Jean-Baptiste Regnault | relation : PersonHasNumberOfChildren | objects : ?)
What objects that satisfy the following statement : (subject : Dana Zátopková | relation : PersonHasNumberOfChildren | objects : ?)
What objects that satisfy the following statement : (subject : Howard Engel | relation : PersonHasNumberOfChildren | objects : ?)
What objects that satisfy the following statement : (subject : Joachim von Ribbentrop | relation : PersonHasNumberOfChildren | objects : ?)
What objects that satisfy the following statement : (subject : Garry Marshall | relation : PersonHasNumberOfChildren | objects : ?)
What objects that satisfy the following statement : (subject : James Balfour Paul | relation : PersonHasNumberOfChildren | objects : ?)
What objects that satisfy the following statement : (subject : Gilbert Roland | relation : PersonHasNumberOfChildren | objects : ?)
What objects that satisfy the following statement : (subject : Theodor Mommsen | relation : PersonHasNumberOfChildren | objects : ?)
What objects that satisfy the following statement : (subject : George Cholmondeley, 5th Marquess of Cholmondeley | relation : PersonHasNumberOfChildren | objects : ?)
What objects that satisfy the following statement : (subject : Karel Schwarzenberg | relation : PersonHasNumberOfChildren | objects : ?)
What objects that satisfy the following statement : (subject : Christopher Reeve | relation : PersonHasNumberOfChildren | objects : ?)
What objects that satisfy the following statement : (subject : Bill Hader | relation : PersonHasNumberOfChildren | objects : ?)
What objects that satisfy the following statement : (subject : Otto Wächter | relation : PersonHasNumberOfChildren | objects : ?)
What objects that satisfy the following statement : (subject : Jill Kelly | relation : PersonHasNumberOfChildren | objects : ?)
What objects that satisfy the following statement : (subject : Lyudmila Ocheretnaya | relation : PersonHasNumberOfChildren | objects : ?)
What objects that satisfy the following statement : (subject : Károly Verebes | relation : PersonHasNumberOfChildren | objects : ?)
What objects that satisfy the following statement : (subject : Paul Keating | relation : PersonHasNumberOfChildren | objects : ?)
What objects that satisfy the following statement : (subject : Griffin Dunne | relation : PersonHasNumberOfChildren | objects : ?)
What objects that satisfy the following statement : (subject : Paul Hörbiger | relation : PersonHasNumberOfChildren | objects : ?)
What objects that satisfy the following statement : (subject : J. R. R. Tolkien | relation : PersonHasNumberOfChildren | objects : ?)
What objects that satisfy the following statement : (subject : Yianna Angelopoulos-Daskalaki | relation : PersonHasNumberOfChildren | objects : ?)
What objects that satisfy the following statement : (subject : Ralph Lauren | relation : PersonHasNumberOfChildren | objects : ?)
What objects that satisfy the following statement : (subject : Annette Bening | relation : PersonHasNumberOfChildren | objects : ?)
What objects that satisfy the following statement : (subject : Lya Luft | relation : PersonHasNumberOfChildren | objects : ?)
What objects that satisfy the following statement : (subject : Petr Pavel | relation : PersonHasNumberOfChildren | objects : ?)
What objects that satisfy the following statement : (subject : DanTDM | relation : PersonHasNumberOfChildren | objects : ?)
What objects that satisfy the following statement : (subject : Sam Shepard | relation : PersonHasNumberOfChildren | objects : ?)
What objects that satisfy the following statement : (subject : Twiggy Lawson | relation : PersonHasNumberOfChildren | objects : ?)
What objects that satisfy the following statement : (subject : Christopher Lee | relation : PersonHasNumberOfChildren | objects : ?)
What objects that satisfy the following statement : (subject : Bob Mackie | relation : PersonHasPlaceOfDeath | objects : ?)
What objects that satisfy the following statement : (subject : Egbert Mulder | relation : PersonHasPlaceOfDeath | objects : ?)
What objects that satisfy the following statement : (subject : Bolesław Zoń | relation : PersonHasPlaceOfDeath | objects : ?)
What objects that satisfy the following statement : (subject : Claudie Hunzinger | relation : PersonHasPlaceOfDeath | objects : ?)
What objects that satisfy the following statement : (subject : Pilar Mercedes Miró Romero | relation : PersonHasPlaceOfDeath | objects : ?)
What objects that satisfy the following statement : (subject : Alina Pokrovskaya | relation : PersonHasPlaceOfDeath | objects : ?)
What objects that satisfy the following statement : (subject : Yuri Koptev | relation : PersonHasPlaceOfDeath | objects : ?)
What objects that satisfy the following statement : (subject : Souleymane Cissé | relation : PersonHasPlaceOfDeath | objects : ?)
What objects that satisfy the following statement : (subject : Vladimir Magomedovich Semyonov | relation : PersonHasPlaceOfDeath | objects : ?)
What objects that satisfy the following statement : (subject : George A. Romero | relation : PersonHasPlaceOfDeath | objects : ?)
What objects that satisfy the following statement : (subject : Adrien Zeller | relation : PersonHasPlaceOfDeath | objects : ?)
What objects that satisfy the following statement : (subject : Peter Diamond | relation : PersonHasPlaceOfDeath | objects : ?)
What objects that satisfy the following statement : (subject : Janusz Kochanowski | relation : PersonHasPlaceOfDeath | objects : ?)
What objects that satisfy the following statement : (subject : Anatolii Bondarchuk | relation : PersonHasPlaceOfDeath | objects : ?)
What objects that satisfy the following statement : (subject : Reijo Taipale | relation : PersonHasPlaceOfDeath | objects : ?)
What objects that satisfy the following statement : (subject : Gillian Shephard | relation : PersonHasPlaceOfDeath | objects : ?)
What objects that satisfy the following statement : (subject : Dzintars Lācis | relation : PersonHasPlaceOfDeath | objects : ?)
What objects that satisfy the following statement : (subject : Michael Parks | relation : PersonHasPlaceOfDeath | objects : ?)
What objects that satisfy the following statement : (subject : Antoni Krauze | relation : PersonHasPlaceOfDeath | objects : ?)
